project,status,parent,operator,output,reserves,coal_type,coal_grade,type,workforce,country,region,url,lat,lng
Malahleni Colliery,closed,Silver Unicorn Coal and Mineral Resources,Silver Unicorn Coal and Mineral Resources,0.72,6,bituminous,thermal,surface,,South Africa,Africa,https://www.gem.wiki/Malahleni_Colliery,-25.5346841,29.7653041
Manungu Coal Mine,operating,Ichor Coal,Mbuyelo Coal,3,,subbituminous,thermal,surface,738,South Africa,Africa,https://www.gem.wiki/Manungu_coal_mine,-26.2256423,28.6929835
Matla Coal Mine,operating,Exxaro,Exxaro Coal,5.9,162,bituminous,thermal,underground,2500,South Africa,Africa,https://www.gem.wiki/Matla_coal_mine,-26.26345,29.12681
Matla Coal Mine,proposed,Exxaro,Exxaro Coal,4,,bituminous,thermal,underground,,South Africa,Africa,https://www.gem.wiki/Matla_coal_mine,-26.26345,29.12681
Mbali Coal Mine,closed,Kunolwazi Resources,Kunolwazi Resources,0.873,,bituminous,thermal,surface,,South Africa,Africa,https://www.gem.wiki/Mbali_Coal_Mine,-26.12513,29.109738
Middelburg Complex (MBO),operating,"Phembani (50.1%), Glencore (49.9%)",Izimbiwa Coal,2.7,18,bituminous,thermal,surface,425,South Africa,Africa,https://www.gem.wiki/Middelburg_Complex_(MBO),-25.8123128,29.4029868
Middelburg Mining Services (MMS),operating,Seriti,Thabong Coal (Pty) Limited,11.3,383,bituminous,thermal,surface,3578,South Africa,Africa,https://www.gem.wiki/Middelburg_Mining_Services_(MMS)_Coal_Mine,-25.899444,29.460556
Moabsvelden Coal Mine,operating,Salungano Group,Keaton Energy Holdings,2,25,bituminous,thermal,surface,275,South Africa,Africa,https://www.gem.wiki/Moabsvelden_coal_project,-26.170502,28.8543721
Modderfontein Colliery,proposed,Xakwa Coal,Xakwa Coal,*,,bituminous,thermal,surface,,South Africa,Africa,https://www.gem.wiki/Modderfontein_Colliery,-26.14265212,28.53253533
Mooifontein Coal Mine,mothballed,Beryl Group,Eyethu Coal,0.9,3,bituminous,,surface,,South Africa,Africa,https://www.gem.wiki/Mooifontein_coal_mine,-25.965278,29.317442
Mooiplaats Coal Mine,operating,Langcarel Rf (Pty) Limited.,Langcarel Rf (Pty) Limited.,2.4,38,bituminous,thermal,underground,321,South Africa,Africa,https://www.gem.wiki/Mooiplaats_coal_mine,-26.666033,30.102497
New Clydesdale Colliery,operating,"TerraCom (49%), Ndalamo Resources (51%)",Ndalamo Resources,4.3,43,subbituminous,thermal,underground_and_surface,60,South Africa,Africa,https://www.gem.wiki/New_Clydesdale_coal_mine,-26.13625,29.317149
New Denmark Coal Mine,operating,Seriti,Seriti Resources,3,96,bituminous,thermal,underground,2026,South Africa,Africa,https://www.gem.wiki/New_Denmark_coal_mine,-26.74005033,29.30901103
New Largo Coal Mine,operating,"Seriti (67.5%), Industrial Development Corporation (22.5%), New Largo Employee & Community Trusts (10%)",New Largo Coal,12,,bituminous,thermal,surface,,South Africa,Africa,https://www.gem.wiki/New_Largo_coal_mine,-25.9052929,28.9732141
New Vaal Coal Mine,operating,Seriti,Seriti Resources,18.5,204,bituminous,thermal,surface,2895,South Africa,Africa,https://www.gem.wiki/New_Vaal_coal_mine,-26.7203572,27.9597806
Nkomati Anthracite Mine,operating,"Afrimat (49.7%), Unicorn Capital Partners (50.3%)",Nkomati Anthracite Proprietary Limited,0.9,5,anthracite,met,underground_and_surface,436,South Africa,Africa,https://www.gem.wiki/Nkomati_Anthracite_mine,-25.7778149,31.8000417
Nndanganeni Coal Mine,operating,Sumo Coal,Londani Coal,1.5,,bituminous,thermal,surface,380,South Africa,Africa,https://www.gem.wiki/Nndanganeni_coal_mine,-25.83214,29.6935276
North Block Complex,operating,"TerraCom (49%), Ndalamo Resources (51%)",TerraCom,3.6,45,subbituminous,thermal,surface,1141,South Africa,Africa,https://www.gem.wiki/North_Block_Complex_coal_mine#cite_note-2,-25.694582,30.013851
Optimum Coal Mine,mothballed,Tegeta Exploration and Resources,"Westdawn Investments, JIC Mining Services",11,114,bituminous,thermal,underground_and_surface,4500,South Africa,Africa,https://www.gem.wiki/Optimum_Coal_Mine,-26.0048466,29.6114906
Overlooked Mine,operating,Overlooked Colliery,Overlooked Colliery,1.15,7,bituminous,thermal,underground_and_surface,,South Africa,Africa,https://www.gem.wiki/Overlooked_coal_mine,-26.23771897,29.52799148
Paardekop Coal Mine,shelved,Glencore,Glencore,8,695,bituminous,thermal,underground,,South Africa,Africa,https://www.gem.wiki/Paardekop_coal_project,-27.23,29.72305556
Palesa Coal Mine,operating,Hosken Consolidated Investments,HCI Coal,3.1,71,bituminous,thermal,surface,375,South Africa,Africa,https://www.gem.wiki/Palesa_coal_mine,-25.526449,28.776539
Phalanndwa Colliery,operating,Canyon Coal,Canyon Coal,1.44,12,bituminous,thermal,surface,310,South Africa,Africa,https://www.gem.wiki/Phalanndwa_coal_mine,-26.11276,28.817921
Rietvlei Colliery,operating,Thungela Resources Limited,Rietvlei Mining Company,2.2,4,bituminous,thermal,surface,329,South Africa,Africa,https://www.gem.wiki/Rietvlei_Colliery,-25.666781,29.653379
Rirhandzu Colliery,closed,Mbuyelo Group,Mbuyelo Mining Contractors,1.2,,bituminous,thermal,surface,,South Africa,Africa,https://www.gem.wiki/Rirhandzu_Colliery,-26.095267,28.897542
Savmore-Maquasa Coal Mine,operating,Menar Group,Kangra Coal,2,1,subbituminous,thermal,underground_and_surface,200,South Africa,Africa,https://www.gem.wiki/Savmore-Maquasa_coal_mine,-27.022643,30.416541
Savmore-Maquasa Coal Mine,operating,Menar Group,Kangra Coal,*,42,subbituminous,thermal,underground_and_surface,200,South Africa,Africa,https://www.gem.wiki/Savmore-Maquasa_coal_mine,-27.022643,30.416541
Shondoni Coal Mine,operating,Sasol,Sasol Mining,7,190,bituminous,,underground,1200,South Africa,Africa,https://www.gem.wiki/Shondoni_mine,-26.4675105,29.0536435
Sigma Mooikraal Operations,operating,Sasol,Sasol Mining,1.2,,bituminous,thermal,underground,488,South Africa,Africa,https://www.gem.wiki/Sigma_Mooikraal_coal_mine,-26.942049,27.730898
Somkhele Coal Mine,operating,"Petmin (80%), Community trust (20%)",Tendele Coal Mining,1.2,,anthracite,met,surface,1600,South Africa,Africa,https://www.gem.wiki/Somkhele_mine,-28.31081091,32.0661844
Somkhele Coal Mine,proposed,"Petmin (80%), Community trust (20%)",Tendele Coal Mining,0,,anthracite,met,surface,,South Africa,Africa,https://www.gem.wiki/Somkhele_mine,-28.31081091,32.0661844
Somkhele Coal Mine,proposed,"Petmin (80%), Community trust (20%)",Tendele Coal Mining,0,,anthracite,met,surface,,South Africa,Africa,https://www.gem.wiki/Somkhele_mine,-28.31081091,32.0661844
Spitzkop Coal Mine,mothballed,"Great Force Investments 178 (GFI), Iron Light",Msobo Coal,1.4,,bituminous,met,underground_and_surface,,South Africa,Africa,https://www.gem.wiki/Spitzkop_coal_mine,-26.26781,30.0316
Springboklaagte Coal Mine,proposed,"Glencore (50%), Phembani (50%)","Izimbiwa Coal, Umcebo",2.4,87,subbituminous,thermal,underground_and_surface,,South Africa,Africa,https://www.gem.wiki/Springboklaagte_coal_project,-25.748451,29.538781
Springlake Coal Mine,mothballed,Phembani,"Shanduka, Glencore",1.2,,anthracite,thermal,underground_and_surface,,South Africa,Africa,https://www.gem.wiki/Springlake_Coal_Mine,-28.0563678,30.1158294
Sterkfontein Coal Mine,proposed,Salungano Group,Wescoal Mining,1.57,24,bituminous,thermal,underground,,South Africa,Africa,https://www.gem.wiki/Sterkfontein_coal_project,-26.5443525,29.3543868
Stuart Colliery,mothballed,Stuart Coal,Stuart Coal,3,40,bituminous,thermal,surface,,South Africa,Africa,https://www.gem.wiki/Stuart_Delmas_coal_mine,-26.13373,28.771158
Sukuma Coal Mine,proposed,Canyon Coal,Canyon Coal,7,,subbituminous,thermal,surface,,South Africa,Africa,https://www.gem.wiki/Sukuma_coal_mine,-26.613404,27.951019
Syferfontein Coal Mine,operating,Sasol,Sasol Mining,9.3,265,bituminous,thermal,underground,1400,South Africa,Africa,https://www.gem.wiki/Syferfontein_coal_mine,-26.4097539,29.2010596
Thabametsi Coal Mine,cancelled,Exxaro,Exxaro Coal,3.9,130,subbituminous,thermal,underground_and_surface,,South Africa,Africa,https://www.gem.wiki/Thabametsi_coal_mine,-23.663812,27.486556
Thuso Coal Project,proposed,Canyon Coal,Littlesnipe,1.2,,subbituminous,thermal,underground_and_surface,500,South Africa,Africa,https://www.gem.wiki/Witfontein_Coal_Project,-26.399097,29.3187451
Tselentis Coal Mine,mothballed,"Great Force Investments 178 (GFI), Iron Light","Great Force Investments 178 (GFI), Iron Light",1.4,,bituminous,met,underground,,South Africa,Africa,https://www.gem.wiki/Tselentis_Coal_Mine,-26.26470683,30.0291262
Tumelo Coal Mine,mothballed,Overlooked Colliery,Overlooked Colliery,*,,bituminous,thermal_and_met,surface,600,South Africa,Africa,https://www.gem.wiki/Exxaro_Coal_Central_(ECC)_Complex,-26.233238,29.531998
Tweefontein Coal Mine,operating,"Glencore (79.8%), African Rainbow Minerals (ARM) (20.2%)",Glencore South Africa,5.46,157,bituminous,thermal,underground_and_surface,750,South Africa,Africa,https://www.gem.wiki/Tweefontein_mine_complex,-26.0383942,29.1613318
Twistdraai Thubelisha Coal Mine,operating,Sasol,Sasol Mining,8.2,260,bituminous,thermal,underground,1600,South Africa,Africa,https://www.gem.wiki/Twistdraai_Thubelisha_Colliery,-26.4632919,29.2857112
Ubuntu Colliery,operating,"TerraCom (49%), Ndalamo Resources (51%)",TerraCom,1.5,8,bituminous,thermal,surface,689,South Africa,Africa,https://www.gem.wiki/Ubuntu_coal_project,-26.1942024,28.862812
Uitkomst Colliery,operating,"MC Mining (70%), Black Economic Empowerment (30%)",MC Mining,0.4,14,bituminous,thermal_and_met,underground,292,South Africa,Africa,https://www.gem.wiki/Uitkomst_Colliery,-26.098859,29.042869
Ukufisa Colliery,operating,Canyon Coal,Canyon Coal,*,170,bituminous,thermal,surface,1278,South Africa,Africa,https://www.gem.wiki/Ukufisa_Colliery,-26.24262131,28.51242532
Ukufisa Colliery,proposed,Canyon Coal,Canyon Coal,7.2,,bituminous,thermal,surface,320,South Africa,Africa,https://www.gem.wiki/Ukufisa_Colliery,-26.24262131,28.51242532
Ukwenama Coal Mine,proposed,Canyon Coal,Canyon Coal,0.6,,subbituminous,thermal,surface,,South Africa,Africa,https://www.gem.wiki/Ukwenama_Coal_Mine,-25.816215,29.479086
Umlabu Colliery,mothballed,South African Coal Mining Holdings,South African Coal Mining Holdings,0.96,5,bituminous,,surface,,South Africa,Africa,https://www.gem.wiki/Umlabu_Colliery_coal_mine,-26.37524283,29.99049002
Umzila Coal Mine,proposed,Canyon Coal,Canyon Coal,3.6,,bituminous,,underground,,South Africa,Africa,https://www.gem.wiki/Umzila_coal_mine,-26.107386,29.63652
Vaalbank Coal Mine,operating,Puckree Group,Puckree Group,1,,subbituminous,thermal,surface,461,South Africa,Africa,https://www.gem.wiki/Vaalbank_coal_mine,-25.8474146,29.4700929
Vanggatfontein Coal Mine,operating,Salungano Group,Wescoal Mining,2.9,18,subbituminous,thermal,underground_and_surface,682,South Africa,Africa,https://www.gem.wiki/Vanggatfontein_coal_mine,-26.173803,28.843381
Vanggatfontein Coal Mine,proposed,Salungano Group,Wescoal Mining,*,,subbituminous,thermal,surface,,South Africa,Africa,https://www.gem.wiki/Vanggatfontein_coal_mine,-26.173803,28.843381
Vele Colliery,mothballed,MC Mining,MC Mining,1.2,325,bituminous,thermal_and_met,surface,,South Africa,Africa,https://www.gem.wiki/Vele_coal_mine,-22.173056,29.680278
Verkeerdepan Coal Mine,operating,Msobo Coal,Msobo Coal,*,,bituminous,,surface,489,South Africa,Africa,https://www.gem.wiki/Verkeerdepan_Coal_Mine,-26.145015,30.043459
Vlakfontein Coal Mine,operating,African Exploration Mining and Finance Corporation,African Exploration Mining and Finance Corporation,1,56,bituminous,thermal,surface,300,South Africa,Africa,https://www.gem.wiki/Vlakfontein_coal_mine,-26.012217,28.959867
Vlakvarkfontein Coal Mine,operating,IchorCoal,Continental Coal,1.32,,bituminous,thermal,surface,518,South Africa,Africa,https://www.gem.wiki/Vlakvarkfontein_coal_mine,-26.09176,28.903528
Vunene Coal Mine,mothballed,IchorCoal,Vunene Mining,1.92,,bituminous,thermal,underground_and_surface,,South Africa,Africa,https://www.gem.wiki/Usutu_coal_mine,-26.577649,30.102459
Welgemeend Coal Mine,operating,"Mbuyelo Coal (55%), IchorCoal (45%)","Mbuyelo Coal, ALS Group",1.2,,bituminous,thermal,underground_and_surface,796,South Africa,Africa,https://www.gem.wiki/Welgemeend_coal_mine,-26.1678722,29.8631123
Welstand Coal Mine,operating,"Mbuyelo Coal (55%), IchorCoal (45%)",Mbuyelo Coal,3,,subbituminous,thermal,underground_and_surface,825,South Africa,Africa,https://www.gem.wiki/Welstand_coal_project,-26.3243535,29.2614021
Weltevreden Project,proposed,Seriti,Thabong Coal (Pty) Limited,8,,bituminous,thermal,underground_and_surface,740,South Africa,Africa,https://www.gem.wiki/Weltevreden_coal_project,-25.991333,29.061537
Wildebeestfontein Colliery,proposed,Opsirex,Opsirex,2.1,14,subbituminous,thermal,surface,,South Africa,Africa,https://www.gem.wiki/Wildebeestfontein_Colliery,-25.97542853,29.05515174
Witrand Coal Mine,closed,Puckree Group,Puckree Group,0.13,,subbituminous,thermal,surface,,South Africa,Africa,https://www.gem.wiki/Witrand_Coal_Mine,-26.165833,30.078611
Woestalleen Colliery,operating,Coal of Africa,Coal of Africa,2.4,20,bituminous,thermal,surface,350,South Africa,Africa,https://www.gem.wiki/Woestalleen_Colliery,-25.9464473,29.6269283
Wonderfontein Coal Mine,operating,"Lithemba Wonderfontein Coal (Pty) Limited. (50%), 25.6% Phembani Group, Glencore (24.4%)",Andru Mining,2.8,25,subbituminous,thermal,surface,968,South Africa,Africa,https://www.gem.wiki/Wonderfontein_coal_mine,-25.851338,29.866819
Zibulo Coal Mine,operating,Anglo American,Anglo American Inyosi Coal Proprietary Limited,7.4,59,bituminous,thermal,underground_and_surface,1385,South Africa,Africa,https://www.gem.wiki/Zibulo_coal_mine,-26.0437291,29.0407323
Zibulo Coal Mine,proposed,Anglo American,Anglo American Inyosi Coal Proprietary Limited,8.4,,bituminous,thermal,underground,1385,South Africa,Africa,https://www.gem.wiki/Zibulo_coal_mine,-26.0437291,29.0407323
Zimpande Coal Mine,shelved,Salungano Group,Wescoal Mining,1.6,,subbituminous,thermal,underground_and_surface,,South Africa,Africa,https://www.gem.wiki/Zimpande_coal_project,-27.7138429,29.9927995
Zonnebloem Coal Mine,operating,Glencore,Glencore,0.9,,subbituminous,thermal,surface,473,South Africa,Africa,https://www.gem.wiki/Zonnebloem_coal_mine,-25.705416,29.739185
Zululand Anthracite Colliery,operating,Menar,Menar,0.7,,anthracite,thermal,underground,797,South Africa,Africa,https://www.gem.wiki/Zululand_Anthracite_Colliery,-28.2215669,31.6738147
Dogye Coal Mine,operating,Government of South Korea,Korea Coal Corporation (KOCOAL),0.246,47,anthracite,,underground,186,South Korea,Asia,https://www.gem.wiki/Dogye_coal_mine,35.032806,127.0674078
Gyeong-dong Sangdeok Coal Mine,operating,Kyungdong Company,Kyungdong Company,0.55,,anthracite,,underground,600,South Korea,Asia,https://www.gem.wiki/Gyeong-dong_Sangdeok_coal_mine,37.2049613,129.0840286
Hwasun Coal Mine,operating,Government of South Korea,Korea Coal Corporation (KOCOAL),0.13,38,anthracite,,underground,511,South Korea,Asia,https://www.gem.wiki/Hwasun_coal_mine,37.2049613,129.0840286
Jangseong Coal Mine,operating,Government of South Korea,Korea Coal Corporation (KOCOAL),0.27,154,anthracite,,underground,324,South Korea,Asia,https://www.gem.wiki/Jangseong_coal_mine,37.2265889,129.0440739
San Nicolás Coal Mine,operating,Hunosa Group,Hunosa Group,0.2,,bituminous,thermal,underground,200,Spain,Europe,https://www.gem.wiki/San_Nicolás_Coal_Mine,43.252355,-5.818375
Fong-Yaghnob Coal Mine,operating,Angishti Tojik,Mine FongYaghnob,0.81,835,bituminous,thermal_and_met,underground,1123,Tajikistan,Asia,https://www.gem.wiki/Fong-Yaghnob_Coal_Mine,39.18503493,68.5845151
Kante Coal Mine,operating,Talco Group,Talco Resource,0.4,,subbituminous,thermal,surface,619,Tajikistan,Asia,https://www.gem.wiki/Kante_Coal_Mine,39.18503493,68.5845151
No. 8 and No. 1/2 Coal Mine,operating,Angishti Tojik,Angishti JSC,0.07,,subbituminous,thermal,underground,427,Tajikistan,Asia,https://www.gem.wiki/No._8_and_No._1/2_Coal_Mine,40.055116,70.559607
Rovat Coal Mine,operating,Coal Mining Department of the Combinat of Metallurgy Tojik,Coal Mining Department of the Combinat of Metallurgy Tojik,0.3,,subbituminous,thermal,surface,709,Tajikistan,Asia,https://www.gem.wiki/Rovat_Coal_Mine,39.409984,68.529179
Saiod Coal Mine,operating,Shirkati Tajikochity Sayed,Shirkati Tajikochity Sayed,0.04,,subbituminous,thermal,surface,586,Tajikistan,Asia,https://www.gem.wiki/Saiod_Coal_Mine,38.567955,68.996357
Ziddi Coal Mine,operating,Angishti Tojik,Koni Angishti Ziddi,0.2,,subbituminous,thermal,surface,760,Tajikistan,Asia,https://www.gem.wiki/Ziddi_coal_mine,39.02784418,68.87872105
Ngaka Coal Mine,operating,"Intra Energy Corporation (50%), National Development Corporation of Tanzania (50%)",Tancoal Energy,0.75,367,subbituminous,thermal,underground,1902,Tanzania,Africa,https://www.gem.wiki/Ngaka_Coal_Mine,-10.646333,35.642363
Ngaka Coal Mine,shelved,"Intra Energy Corporation, National Development Corporation of Tanzania",Tancoal Energy,3.5,367,subbituminous,thermal,surface,1902,Tanzania,Africa,https://www.gem.wiki/Ngaka_Coal_Mine,-10.646333,35.642363
Mae Moh Coal Mine,operating,Electricity Generating Authority of Thailand (EGAT),Electricity Generating Authority of Thailand (EGAT),16.53,825,lignite,thermal,underground_and_surface,1000,Thailand,Asia,https://www.gem.wiki/Mae_Moh_coal_mine,18.31471,99.71994
Omkoi Coal Mine,proposed,100 Thuwanon Company,99 Thuwanon Company,*,,subbituminous,thermal,surface,,Thailand,Asia,https://www.gem.wiki/Omkoi_Coal_Mine,17.822747,98.305881
Aegean Lignite Coal Mines,operating,Türkiye Kömür İşletmeleri (TKI),Aegean Lignite Enterprises (Ege Linyitleri İşletmesi Müessesesi Müdürlüğü),14.2,640,lignite,thermal,underground_and_surface,1299,Türkiye,Asia,https://www.gem.wiki/Aegean_coal_mines,39.083006,27.539574
Afşin-Elbistan Coal Mines,operating,"Euas Electricity Generation Company (Elektrik Üretim A.Ş, EÜAŞ)",Afşin Elbistan Elektrik Üretim ve Ticaret A.Ş,14,,lignite,thermal,underground_and_surface,2800,Türkiye,Asia,https://www.gem.wiki/Afşin-Elbistan_coal_mines,38.340685,37.082979
Afşin-Elbistan Coal Mines,proposed,"Euas Electricity Generation Company (Elektrik Üretim A.Ş, EÜAŞ)",Afşin Elbistan Elektrik Üretim ve Ticaret A.Ş,*,,lignite,thermal,underground_and_surface,2800,Türkiye,Asia,https://www.gem.wiki/Afşin-Elbistan_coal_mines,38.340685,37.082979
Afyon Uluköy Coal Mine,cancelled,"Kolin Group (50%), Limak Holding (5%), Kalyon Group (5%), Others (40%)",KLK Enerji Üretim A.Ş.,5.5,48,lignite,thermal,underground,,Türkiye,Asia,https://www.gem.wiki/Afyon_Uluköy_coal_mine,38.1999839,30.2705505
Alpagut Coal Mine,operating,Ercan Şirketler Topluluğu,Bükköy Madencilik Elektrik Üretim A.Ş.,0.3,21,lignite,thermal,underground,535,Türkiye,Asia,https://www.gem.wiki/Alpagut_Mine,39.866449,28.563961
Alpagut Dodurga Coal Mine,operating,Türkiye Kömür İşletmeleri (TKI),Çelikler Taahhüt İnşaat ve San. Tic,0.3,,lignite,thermal,surface,360,Türkiye,Asia,https://www.gem.wiki/Alpagut_Dodurga_coal_mine,40.855953,34.758629
Amasra B Coal Mine,cancelled,Hattat Holdings Energy Group,Hema Enerji,10,56,lignite,thermal,surface,,Türkiye,Asia,https://www.gem.wiki/Amasra_B_coal_mine,41.721848,32.349063
Amasra Coal Mine,operating,TTK,Amasra Taşkömürü Isletme Müessesesi,0.05,70,bituminous,thermal,underground,968,Türkiye,Asia,https://www.gem.wiki/Amasra_coal_mine,41.721848,32.349063
